@relation electricity_proces-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily

@attribute Holiday=None numeric
@attribute 'Holiday=Christmas Eve' numeric
@attribute Holiday=Christmas numeric
@attribute 'Holiday=St Stephen\'s Day' numeric
@attribute 'Holiday=New Year\'s Eve' numeric
@attribute 'Holiday=New Year\'s Day' numeric
@attribute 'Holiday=St Patrick\'s Day' numeric
@attribute 'Holiday=Good Friday' numeric
@attribute 'Holiday=Holy Saturday' numeric
@attribute Holiday=Easter numeric
@attribute 'Holiday=Easter Monday' numeric
@attribute 'Holiday=May Day' numeric
@attribute 'Holiday=June Bank Holiday' numeric
@attribute 'Holiday=August Bank Holiday' numeric
@attribute 'Holiday=October Bank Holiday' numeric
@attribute HolidayFlag numeric
@attribute DayOfWeek numeric
@attribute WeekOfYear numeric
@attribute Day numeric
@attribute Month numeric
@attribute Year numeric
@attribute PeriodOfDay numeric
@attribute ForecastWindProduction numeric
@attribute SystemLoadEA numeric
@attribute SMPEA numeric
@attribute ORKTemperature numeric
@attribute ORKWindspeed numeric
@attribute CO2Intensity numeric
@attribute ActualWindProduction numeric
@attribute SystemLoadEP2 numeric
@attribute SMPEP2 numeric

@data
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,23,1044.1,4120.87,43.68,11,25.9,413.64,1177,3937.64,43.68
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,24,1049.1,4200.84,51.32,11,27.8,413.33,1150,4049.98,46.06
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,25,1050.3,4249.89,58.83,11,29.6,414.86,1148,4099.4,47.24
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,26,1051,4251.12,58.83,12,29.6,409.04,1180,4097.76,48.38
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,27,1044.7,4196.65,58.83,12,29.6,419.62,1171,4066.11,48.38
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,28,1039.7,4146.69,58.83,12,27.8,407.46,1179,4010.97,48.38
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,29,1036.8,4121.05,58.83,12,25.9,402.94,1220,3995.75,47.39
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,30,1032.4,4124.55,58.83,12,29.6,395.78,1260,4016.12,47.52
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,31,1024.1,4271.99,58.83,11,25.9,394.04,1223,4104.79,48.38
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,32,1020.6,4366.91,60.15,11,27.8,394.36,1262,4329.66,82.87
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,33,1027.5,4751.35,65.73,11,25.9,424.17,1215,4665.54,99.15
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,34,1040.4,4953.28,67.82,11,24.1,407.97,1231,4891.16,119.81
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,35,1063.5,5004.35,185.14,11,25.9,408.42,1224,4975.47,123.71
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,36,1088,4930.33,66.59,10,22.2,407.73,1185,4897.02,123.44
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,37,1116.7,4795.44,62.68,10,22.2,425.55,1132,4787.41,129.12
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,38,1144.5,4682.14,59.24,10,22.2,427.5,1124,4613.86,111.79
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,39,1164.7,4583.16,59.24,10,24.1,442.4,1128,4413.22,84.75
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,40,1180.3,4482.33,59.24,10,24.1,437.31,1191,4218.34,48.99
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,41,1183.4,4381.58,59.24,10,31.5,422.22,1207,3991.78,48.38
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,42,1186.5,4233.22,59.24,10,29.6,398.48,1225,3777.16,48.97
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,43,1192.1,4159.98,59.24,10,38.9,377.49,1174,3615.34,48.38
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,44,1193.8,4060.84,59.24,10,37,360.21,1242,3472.17,45.65
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,45,1187.1,3995.88,59.24,10,25.9,364.7,1281,3414.44,45.65
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,46,1154,4045.06,59.24,10,27.8,357.45,1279,3504.96,45.65
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5,52,31,12,2011,47,1159.1,4076.39,59.24,9,25.9,347.4,1298,3481.21,45.65
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,0,1161.8,3849.98,51.32,10,29.6,327.37,1302,3386.4,45.65
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,1,1156.5,3667.74,43.68,9,24.1,325.35,1292,3257.96,42.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,2,1153,3455.63,43.27,10,37,332,1292,3145.39,42.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,3,1152.7,3276.87,43.27,9,31.5,326.23,1286,2993.91,41.13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,4,1152,3122.77,41.15,9,22.2,329.85,1194,2824.14,41.13
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,5,1149.3,2993.02,39.86,8,29.6,329.38,1161,2684.34,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,6,1147.4,2881.72,39.86,9,24.1,341.91,1020,2597.54,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,7,1148.9,2815.72,39.33,9,22.2,348.22,982,2535.3,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,8,1147,2802.65,39.33,9,27.8,351.77,948,2497.77,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,9,1134.9,2749.47,25,9,33.3,358.02,938,2442.3,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,10,1121.6,2626.16,25,9,27.8,365.96,871,2429.31,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,11,1107.5,2638.91,25,9,31.5,371.32,813,2404.05,27.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,12,1092.2,2868.32,39.03,9,33.3,396.23,764,2447.49,24.12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,13,1074.6,2947.38,39.03,9,31.5,385.77,737,2460.63,24.12
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,14,1057.6,2983.56,39.03,9,37,393.61,726,2554.49,38.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,15,1042.7,3026.2,39.03,7,22.2,382.75,803,2554.35,38.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,16,1027.5,3094.69,39.31,7,20.4,379.42,771,2555.01,38.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,17,1012.5,3067.48,39.03,8,20.4,382.61,751,2556.87,38.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,18,996.9,3255.95,39.45,7,18.5,376.7,776,2687.17,38.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,19,978.7,3509.07,41.13,7,20.4,347.42,976,2867.48,39.03
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,20,964.9,3742.1,41.13,7,20.4,364.8,924,3084.97,39.03
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,21,963.2,3912.36,51.55,7,20.4,372.35,920,3244.72,39.03
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,22,961.5,4044.76,43.52,7,16.7,416.07,918,3445.55,51.68
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,23,959.6,4162.65,43.52,7,20.4,431.64,937,3531.21,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,24,958.4,4286.05,43.52,7,25.9,429.91,981,3705.76,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,25,957.6,4386.02,44.48,7,20.4,438.27,985,3852.04,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,26,955.1,4412.74,44.6,8,24.1,450.4,1053,3895.53,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,27,945.9,4363.99,44.6,8,31.5,438.15,1126,3842.13,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,28,934.3,4283.82,44.6,8,31.5,454.57,982,3783.92,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,29,918.6,4214.38,44.6,7,31.5,455.91,968,3719.28,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,30,902.3,4223.3,44.6,7,24.1,456.15,990,3711.61,43.11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,31,888.2,4268.65,42.62,6,25.9,444.24,1040,3732.45,41.43
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,32,878.1,4437.6,42.62,6,18.5,452.08,1008,3872.67,44.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,33,886.5,4858.68,100.32,5,14.8,480.95,915,4170.71,44.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,34,1053.74,5107.75,120.45,5,22.2,499.63,858,4391.77,226.29
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,35,1060.89,5281.33,150.06,4,16.7,513.38,819,4438.71,236.57
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,36,1067.37,5319.77,150.06,3,14.8,514.16,770,4388.75,221.01
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,37,1072.83,5186.56,132.16,4,16.7,518.96,777,4282.93,44.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,38,1076.39,5057.82,102.51,3,14.8,537.76,674,4202.38,44.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,39,1078.59,4970.23,95.95,2,16.7,540.33,695,4079.61,44.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,40,1079.66,4861.53,95.95,2,16.7,539.43,685,4034.09,44.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,41,1093.87,4724.04,45.01,2,20.4,529.47,729,3973.61,44.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,42,1106.54,4626.65,45.01,2,20.4,518.55,800,3916.94,44.36
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,43,1117.79,4488.38,45.01,2,22.2,503.16,828,3785.18,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,44,1127.79,4328.35,44.6,3,22.2,473.66,872,3683.39,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,45,1137.42,4137.27,44.6,3,24.1,477.4,879,3585.15,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,46,1145.91,4172.72,44.6,2,18.5,463.4,936,3607.19,43.52
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,52,1,1,2012,47,1147.04,4116.96,42.62,3,22.2,451.72,928,3537.13,43.52
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,0,1147.41,4031.87,42.62,3,29.6,429.28,950,3401.82,43.11
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,1,1147.67,3835.43,40.53,3,24.1,411.71,896,3238.98,43.11
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,2,1147.8,3694.55,40.25,1,18.5,423.06,777,3072.54,43.11
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,3,1147.82,3546.32,39.51,1,18.5,420.65,845,2927.18,39.03
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,4,1146.67,3429.09,39.31,1,20.4,408.06,862,2813.87,39.03
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,5,1156.2,3352.85,39.31,2,24.1,421.97,726,2697.77,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,6,1164.24,3275.74,25.08,1,16.7,416.89,752,2617.79,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,7,1172.02,3259.69,25.08,0,16.7,417.37,755,2557.69,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,8,1179.54,3249.32,25.08,1,18.5,410.81,740,2524.23,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,9,1186.75,3187.08,25.08,2,31.5,398.49,755,2477.71,24.12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,10,1193.52,3228.5,25.08,1,14.8,398.72,733,2469.21,24.12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,11,1215.52,3244.55,25.08,2,16.7,406.07,693,2462.85,24.12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,12,1233.67,2888,25.05,1,14.8,405.22,675,2526.4,24.12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,13,1249.73,2913.88,25.05,2,14.8,402.83,715,2576.05,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,14,1264.26,2980.84,25.05,2,20.4,402.11,750,2663.97,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,15,1277.32,3034.39,25.05,1,16.7,383.15,856,2715,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,16,1289.07,3044.93,25.05,1,14.8,371.69,988,2761.13,38.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,17,1304.1,3095.96,25.05,2,22.2,402.06,850,2846.57,39.51
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,18,1317.37,3203.87,39.28,2,25.9,423.49,770,3037.5,39.51
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,19,1327.6,3412.1,39.5,2,20.4,422.19,853,3246.74,39.51
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,20,1335.91,3629.56,40.68,3,18.5,406.49,972,3464.91,46.72
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,21,1342.87,3803.93,41.41,3,31.5,423.16,870,3633.94,43.52
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,22,1343.47,3980.42,42.57,4,24.1,428.4,934,3776.4,43.52
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,23,1337.37,4140.72,42.57,4,22.2,417.05,995,3852.41,43.52
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,24,1328.58,4269.63,42.57,4,31.5,439.41,980,3969.87,46.12
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,25,1318.9,4393.05,51.31,5,18.5,435.28,1066,4056.25,46.78
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,26,1308.22,4472.02,44.96,5,18.5,435.3,1073,4080.03,46.78
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,27,1296.38,4470.23,44.96,5,22.2,439.09,1051,4035.9,46.78
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,28,1283.35,4433,44.96,6,20.4,439.11,1102,4028.22,46.37
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,29,1261.71,4410.6,44.55,7,18.5,426.79,1153,3999.3,46.37
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,30,1234.04,4386.2,44.55,6,27.8,433.83,1081,4034.13,46.78
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,31,1201.58,4415.35,42.57,5,24.1,472.2,890,4097.35,46.78
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,32,1164.19,4622.28,47.35,5,25.9,453.83,962,4305.88,82.96
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,33,1122.48,4939.46,64.13,5,25.9,445.49,1009,4781.4,96.25
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,34,1076.11,5261.66,80.58,4,22.2,466.08,939,5123.33,153.76
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,35,1125.97,5400.83,87.44,4,20.4,461.05,949,5216.34,176.43
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,36,1165.52,5434,312.72,5,20.4,456.55,997,5116.88,148.19
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,37,1191.79,5266.58,86.2,6,24.1,453.14,948,4995.74,72.77
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,38,1204.59,5160.42,76.45,5,18.5,460.48,934,4877.54,68.19
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,39,1204.55,5035.41,64.13,6,22.2,475.65,942,4719.47,60.46
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,40,1195.41,4933.3,64.13,6,20.4,450.62,1064,4552.02,56.73
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,41,1266.21,4781.53,44.96,7,27.8,429.36,1120,4411.36,56.58
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,42,1315.27,4689.75,44.96,7,33.3,418.59,1124,4307.58,46.78
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,43,1343.01,4543.26,44.96,8,37,412,1225,4082.7,46.35
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,44,1350.44,4385.84,44.55,8,37,385.93,1347,3860.32,44.31
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,45,1342.35,4221.87,44.55,8,37,392.1,1354,3665.92,41.38
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,46,1428.5,4318.2,44.55,9,44.4,374.47,1392,3652.68,41.38
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2012,47,1456.8,4214.78,42.57,10,48.2,373.8,1274,3493.14,41.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,0,1478.2,4071.75,41.11,10,50,354.12,1200,3269.18,41.38
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,1,1483.7,3854.47,40.48,11,50,330.78,1184,3060.71,39.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,2,1492,3694.82,39.28,11,51.9,328.47,1164,2914.31,25.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,3,1509.8,3531.07,25.05,11,57.4,333.57,1117,2786.55,25.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,4,1505.1,3408.81,25.05,11,59.3,338.2,1080,2683.55,25.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,5,1431,3311.33,25.05,11,61.1,359.6,918,2585.64,25.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,6,1327.2,3232.43,25.05,11,57.4,365.43,873,2561.64,25.5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,7,1133.1,3201.3,25.05,12,61.1,390.2,740,2578.5,39.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,8,996.8,3165.38,25.05,12,51.9,409.6,674,2648.9,39.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,9,1031.8,3141.73,39.28,11,53.7,443.86,674,2681.27,39.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,10,1062.2,2957.76,25.05,12,53.7,444.21,817,2729.25,39.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,11,1076.6,2962.84,25.05,9,48.2,436.6,834,2733.07,39.73
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,12,1087.8,2947.81,24.66,8,38.9,435.27,859,2845.02,39.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,13,1085,3124.11,24.66,7,27.8,420.74,910,3006.4,39.35
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,14,1088.1,3369.68,39.35,7,25.9,416.16,956,3273.7,39.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,15,1106.6,3599.05,39.71,7,25.9,426.46,1044,3483.81,39.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,16,1114.2,3769.01,39.71,7,31.5,435.7,1083,3684.17,40.71
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,17,1089.7,3841.98,39.71,6,29.6,439.41,1125,3821.67,43.11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,18,1060,4048.27,40.71,6,24.1,441.63,1142,4034.3,43.11
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,19,1013.1,4284.21,41.07,6,29.6,436.19,1130,4167.24,42.49
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,20,980.1,4463.76,51.78,6,31.5,434.78,1178,4308.21,42.89
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,21,986.2,4573.4,43.52,6,44.4,437.78,1138,4419.66,44.77
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,22,998.8,4650.78,43.52,6,40.7,430.66,1260,4536.72,60.24
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,23,1030.8,4750.18,46.05,6,37,421.51,1319,4654.27,48.26
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,24,1054.8,4810.55,48.32,5,40.7,423.11,1331,4752.85,50.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,25,1054,4885.62,48.32,6,31.5,432.32,1269,4818.72,50.8
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,26,1048,4865.9,48.32,5,31.5,417.69,1349,4770.12,50.58
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,27,1029.4,4836.3,48.32,6,33.3,411.85,1372,4708.5,48.88
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,28,1014,4813.56,48.32,6,35.2,395.73,1355,4710.21,48.27
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,29,1009.8,4813.41,48.32,6,35.2,401.53,1361,4693.31,48.37
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,30,1009.5,4775.1,48.32,6,25.9,399.99,1315,4718.45,48.41
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,31,1018.4,4833.01,48.32,9.626369,19.21177,399.3,1331,4789.96,48.15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,32,1031.5,4998.91,79.89,6,27.8,407.48,1305,4999,101.92
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,33,1057.7,5448.95,109.18,5,44.4,421.53,1254,5408.56,129.07
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,34,1372.98,5765.68,132.73,5,33.3,444.58,1192,5710.99,166.4
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,35,1382,5865.16,144.17,5,31.5,428.01,1326,5767.71,161.44
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,36,1389.68,5835.32,141.65,5,31.5,418.34,1374,5593.99,112.15
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,37,1395.54,5678.3,117.84,5,48.2,393.17,1421,5428.27,106
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,38,1398.92,5536.4,98.33,5,33.3,385.88,1413,5309.46,105.62
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,39,1397.96,5408.48,83.93,5,27.8,379.04,1371,5168.62,105.43
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,40,1390.96,5224.02,48.73,6,31.5,379.02,1352,5006.49,51.98
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,41,1388.33,5030.55,48.73,6,35.2,388.03,1281,4908.23,52.59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,42,1383.09,4912.42,48.32,5,44.4,373.63,1290,4750.3,50.94
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2012,43,1374.96,4710.45,47.26,5,24.1,349.79,1325,4571.97,48.05
