@relation energy

@attribute lights numeric
@attribute T1 numeric
@attribute RH_1 numeric
@attribute T2 numeric
@attribute RH_2 numeric
@attribute T3 numeric
@attribute RH_3 numeric
@attribute T4 numeric
@attribute RH_4 numeric
@attribute T5 numeric
@attribute RH_5 numeric
@attribute T6 numeric
@attribute RH_6 numeric
@attribute T7 numeric
@attribute RH_7 numeric
@attribute T8 numeric
@attribute RH_8 numeric
@attribute T9 numeric
@attribute RH_9 numeric
@attribute T_out numeric
@attribute Press_mm_hg numeric
@attribute RH_out numeric
@attribute Windspeed numeric
@attribute Visibility numeric
@attribute Tdewpoint numeric
@attribute rv1 numeric
@attribute rv2 numeric
@attribute Appliances numeric

@data
0,20.26,35.466667,17.76,37.126667,20.5,38.59,18.79,34.79,18.29,50.526667,-5.156667,78.533333,18.89,29.79,21.15,41.09,18.1,39.863333,-3.7,764.566667,87.666667,1.666667,34.666667,-5.5,39.216358,39.216358,70
0,20.2,35.4,17.7,37.126667,20.55,38.59,18.73,34.79,18.2675,50.45,-5.4,78.1,18.823333,29.73,21.2,41.09,18.166667,39.9,-3.85,764.45,87.5,1.5,42,-5.65,31.175684,31.175684,50
0,20.2,35.4,17.7,37.163333,20.6,38.59,18.73,34.79,18.2,50.326667,-5.4,78.96,18.79,29.73,21.133333,41.09,18.1,39.9,-4,764.333333,87.333333,1.333333,49.333333,-5.8,12.93163,12.93163,70
0,20.2,35.4,17.7,37.163333,20.6,38.53,18.7,34.79,18.2,50.2,-5.53,78.73,18.79,29.73,21.166667,41.09,18.1,39.933333,-4.15,764.216667,87.166667,1.166667,56.666667,-5.95,40.38635,40.38635,50
10,20.166667,35.433333,17.666667,37.163333,20.566667,38.626667,18.7,34.73,18.2,50.126667,-5.463333,79.79,18.79,29.623333,21.1,41.09,18.166667,39.933333,-4.3,764.1,87,1,64,-6.1,10.884294,10.884294,70
30,20.1,35.75,17.6,36.8975,20.5,38.626667,18.7,34.56,18.2,48.393333,-5.433333,79.733333,18.73,29.023333,21.1,40.796667,18.1,39.79,-4.316667,763.983333,87.666667,1,63.833333,-6.016667,40.657634,40.657634,60
20,20.1,35.566667,17.6,36.566667,20.5,38.466667,18.7,34.226667,18.2,48.133333,-5.56,78.86,18.7,28.53,21.033333,40.13,18.1,39.656667,-4.333333,763.866667,88.333333,1,63.666667,-5.933333,9.182729,9.182729,50
10,20,35.163333,17.5,36.133333,20.426667,38.133333,18.7,34.133333,18.2,48.16,-5.69,79.15,18.633333,28.196667,20.963333,39.43,18.1,39.345,-4.35,763.75,89,1,63.5,-5.85,21.106842,21.106842,60
10,20,34.89,17.5,35.933333,20.39,37.833333,18.7,34.06,18.2,46.766667,-5.66,78.93,18.6,27.93,20.876667,38.90125,18.066667,38.99,-4.366667,763.633333,89.666667,1,63.333333,-5.766667,43.522748,43.522748,70
0,20,34.8,17.5,35.933333,20.315,37.625,18.7,33.9,18.29,45.13,-5.712,78.858,18.533333,27.663333,20.79,38.3725,18,38.73,-4.383333,763.516667,90.333333,1,63.166667,-5.683333,13.695278,13.695278,60
0,20,35,17.5,36.133333,20.225714,37.178571,18.7,33.766667,18.29,44.13,-5.623333,79.666667,18.566667,27.463333,20.772,38.176,18.066667,38.526667,-4.4,763.4,91,1,63,-5.6,17.527671,17.527671,60
0,20,35.296667,17.5,36.29,20.2,37.054,18.763333,33.89,18.29,43.123333,-5.466667,80.563333,18.5,27.323333,20.7,37.795714,18,38.266667,-4.15,763.3,90.666667,1.333333,63.166667,-5.416667,21.552356,21.552356,60
10,19.926667,35.163333,17.426667,36.29,20.2,36.985714,19.17,34.24,18.29,42.53,-5.4,80.23,18.5,27.2,20.6,37.4,18.1,38.026667,-3.9,763.2,90.333333,1.666667,63.333333,-5.233333,13.824835,13.824835,60
0,19.963333,35.333333,17.463333,36.363333,20.14,36.798,19.53,34.43,18.2,43.226667,-5.466667,79.66,18.426667,27.066667,20.6,37.324286,18.1,37.766667,-3.65,763.1,90,2,63.5,-5.05,9.336193,9.336193,60
0,19.963333,35.126667,17.39,36.29,20.1,36.79,19.6,34.526667,18.26,44.36,-5.4,79.66,18.39,26.84,20.56,37.076,18,37.43,-3.4,763,89.666667,2.333333,63.666667,-4.866667,22.512576,22.512576,50
10,19.89,34.863333,17.463333,36.223333,20.2,36.736,19.6,34.326667,18.426667,50.666667,-5.2,80.563333,18.39,26.76,20.5,36.958,18,37.156667,-3.15,762.9,89.333333,2.666667,63.833333,-4.683333,29.961572,29.961572,50
0,19.89,34.79,17.39,35.963333,20.212857,36.78,19.463333,33.796667,18.566667,50.933333,-4.793333,81.696667,18.323333,26.7,20.5,36.79,18,36.833333,-2.9,762.8,89,3,64,-4.5,15.732856,15.732856,60
0,19.856667,34.663333,17.39,35.76,20.29,36.9,19.39,33.463333,18.566667,50,-4.33,82.333333,18.356667,26.7,20.456,36.59,18,36.566667,-2.55,762.683333,88,2.666667,64.166667,-4.316667,22.369818,22.369818,80
0,19.79,34.53,17.39,35.566667,20.272,36.878,19.29,33.223333,18.5,48.745,-4.063333,82.333333,18.29,26.826667,20.39,36.59,17.89,36.233333,-2.2,762.566667,87,2.333333,64.333333,-4.133333,47.632182,47.632182,80
10,19.79,34.26,17.5,35.223333,20.2,36.696,19.23,32.89,18.395,47.895,-3.832222,82.506667,18.426667,28.363333,20.35,36.047,17.89,35.693333,-1.85,762.45,86,2,64.5,-3.95,28.889199,28.889199,30
0,19.79,34.126667,17.5,35.09,20.128571,36.238571,19.23,32.7,18.29,47.045,-3.545625,82.53375,18.566667,29.03,20.37,35.9,17.89,35.56,-1.5,762.333333,85,1.666667,64.666667,-3.766667,37.68213,37.68213,80
0,19.76,33.9,17.533333,34.76,19.956,35.79,19.29,32.76,18.225714,46.652857,-3.281667,82.698333,18.5,28.9,20.29,35.293333,17.823333,34.5,-1.15,762.216667,84,1.333333,64.833333,-3.583333,32.273541,32.273541,20
0,19.7,33.826667,17.666667,34.7,19.921429,35.79,19.29,32.826667,18.2,46.124286,-2.83,83.126667,18.426667,28.566667,20.29,35.766667,17.53,33.4,-0.8,762.1,83,1,65,-3.4,11.670641,11.670641,100
0,19.7,33.79,17.823333,34.5,19.89,35.812,19.356667,32.966667,18.2,45.61,-2.3,83.35,18.39,28.226667,20.2225,35.9,17.39,33.193333,-0.516667,761.983333,81.833333,1,57.666667,-3.316667,16.519753,16.519753,50
0,19.7,33.8175,17.9975,34.32,19.89,35.928571,19.39,32.963333,18.2,45.282857,-1.833333,83.623333,18.39,28.033333,20.2,35.826667,17.5,34.633333,-0.233333,761.866667,80.666667,1,50.333333,-3.233333,30.935434,30.935434,100
0,19.7,34.026667,18.226667,34.26,19.89,36.09,19.39,33.09,18.16,45.59,-1.566667,83.763333,18.323333,27.726667,20.2,35.663333,17.5,35.5,0.05,761.75,79.5,1,43,-3.15,6.288871,6.288871,80
0,19.7,34.193333,18.323333,34.433333,19.984286,36.09,19.5,33.2,18.1,45.59,-1.326667,83.963333,18.323333,27.533333,20.2,35.59,17.6,35.545,0.333333,761.633333,78.333333,1,35.666667,-3.066667,30.083194,30.083194,60
10,19.7,34.466667,18.53,34.56,19.956,36.112,19.5,33.26,18.1,45.572,-1,84.296667,18.356667,27.26,20.2,35.466667,17.633333,35.656667,0.616667,761.516667,77.166667,1,28.333333,-2.983333,26.847914,26.847914,80
0,19.7,34.73,18.633333,35.156667,20,36.2,19.5,33.29,18.1,45.5,-0.633333,84.623333,18.356667,27.2,20.2,35.326667,17.7,35.79,0.9,761.4,76,1,21,-2.9,43.485016,43.485016,90
0,19.76,34.99,18.76,35.563333,20,36.156,19.5,33.363333,18.1,45.4,-0.366667,84.83,18.39,27.166667,20.1,35.0425,17.73,35.79,1.083333,761.266667,75.333333,1.166667,21.333333,-2.833333,37.284909,37.284909,70
0,19.79,36.033333,18.823333,35.5,20,36.152857,19.6,33.433333,18.014286,45.305714,-0.133333,84.623333,18.463333,27.1,20.166667,34.826667,17.79,35.73,1.266667,761.133333,74.666667,1.333333,21.666667,-2.766667,18.912,18.912,50
0,19.856667,37.566667,18.963333,35.5,20.06,36.358,19.6,33.5,18,45.376,0.133333,84.896667,18.5,27.066667,20.2,34.7,17.79,35.682,1.45,761,74,1.5,22,-2.7,39.985277,39.985277,60
0,20,38.6,19.033333,35.626667,20.1,36.668571,19.6,33.5,18,45.515,0.44,84.816,18.5,27,20.2,34.566667,17.79,35.634,1.633333,760.866667,73.333333,1.666667,22.333333,-2.633333,39.759916,39.759916,120
10,20,37.666667,19.1,35.76,20.125,36.9,19.633333,33.766667,18,45.59,0.7,84.65,18.65,26.89,20.2,34.333333,17.79,35.663333,1.816667,760.733333,72.666667,1.833333,22.666667,-2.566667,43.281895,43.281895,40
0,20.1,38.063333,19.1,35.79,20.2,37,19.7,34.16,17.963333,45.59,0.871429,84.441429,18.73,26.89,20.2,34.126667,17.79,35.776,2,760.6,72,2,23,-2.5,43.999061,43.999061,90
0,20.1,37.323333,19.1,35.73,20.057143,36.768571,19.73,34.566667,17.89,45.645,1.098,84.12,18.79,26.823333,20.29,34.06,17.856667,35.966667,2.1,760.416667,71.666667,2,22.666667,-2.483333,36.15617,36.15617,50
10,20.1,36.693333,19.1,35.333333,20,36.814,19.79,34.96,17.89,45.59,1.468571,83.6,18.89,26.79,20.29,34,17.89,36.096667,2.2,760.233333,71.333333,2,22.333333,-2.466667,48.796946,48.796946,30
0,20.1,36.766667,19.1,35.2,20,37.525714,19.73,35.333333,17.89,45.53,1.736,81.914,18.89,26.73,20.356667,33.9,17.89,36.29,2.3,760.05,71,2,22,-2.45,25.764817,25.764817,60
0,20.2,36.526667,19.2,35.2,20,38.054,19.73,35.2,17.89,45.363333,1.954286,81.267143,18.89,26.7,20.29,33.9,17.89,36.5,2.4,759.866667,70.666667,2,21.666667,-2.433333,24.28003,24.28003,40
0,20.2,36.193333,19.2,35.126667,20,38.025714,19.7,35.133333,17.89,45.29,2.156,80.118,18.963333,26.7,20.39,33.76,17.89,36.9,2.5,759.683333,70.333333,2,21.333333,-2.416667,27.86229,27.86229,50
0,20.29,35.863333,19.2,35,20,37.98,19.7,34.86,17.89,45.26,2.225714,77.525714,19.033333,26.7,20.463333,33.76,17.89,37.693333,2.6,759.5,70,2,21,-2.4,26.418404,26.418404,60
0,20.29,35.596667,19.2,34.933333,20,37.942857,19.6,34.49,17.89,45.126667,2.29,75.1875,19.166667,26.7,20.533333,33.663333,17.89,38.1,2.733333,759.333333,69.5,1.833333,21.666667,-2.366667,22.906125,22.906125,50
0,20.39,35.223333,19.2,34.663333,20.06,37.96,19.6,34.23,17.84,44.995,2.4,73.074,19.23,26.7,20.666667,33.59,17.926667,38.193333,2.866667,759.166667,69,1.666667,22.333333,-2.333333,44.565699,44.565699,60
10,20.463333,35.03,19.2,34.59,20,37.9,19.6,34.06,17.856667,44.863333,2.537143,72.554286,19.29,26.633333,20.84,33.545,18,37.86,3,759,68.5,1.5,23,-2.3,7.403057,7.403057,80
0,20.5,34.95,19.26,34.59,20.02,37.816,19.6,33.933333,17.79,44.751429,2.663333,71.36,19.426667,26.633333,21.133333,33.79,18,38.03,3.133333,758.833333,68,1.333333,23.666667,-2.266667,30.623899,30.623899,100
0,20.6,34.79,19.29,34.4,20.1,37.595714,19.6,33.79,17.79,44.7,2.826667,69.5,19.5,26.633333,21.26,33.93,18,38.195,3.266667,758.666667,67.5,1.166667,24.333333,-2.233333,3.443428,3.443428,100
0,20.6,34.73,19.29,34.4,20.1,37.356,19.6,33.79,17.804286,44.605714,2.9,68.166667,19.633333,26.6,21.39,34.126667,18,38.363333,3.4,758.5,67,1,25,-2.2,29.27144,29.27144,90
0,20.633333,34.7,19.29,34.4,20.1,37.222857,19.6,33.663333,17.83,44.536,2.933333,67.466667,19.76,26.6,21.463333,34.333333,18.1,38.433333,3.483333,758.366667,67,1.166667,24.333333,-2.133333,28.284457,28.284457,100
0,20.7,34.626667,19.29,34.4,20.1,37.016,19.666667,33.663333,17.79,44.471429,3.06,67.466667,19.926667,26.566667,21.633333,34.566667,18.1,38.5,3.566667,758.233333,67,1.333333,23.666667,-2.066667,45.774197,45.774197,100
0,20.79,34.466667,19.39,34.433333,20.171429,36.868571,19.6,33.56,17.79,44.4,3.23,67.126667,20.066667,26.5,21.7,34.7,18.1,38.53,3.65,758.1,67,1.5,23,-2,7.480953,7.480953,50
0,20.856667,34.466667,19.39,34.433333,20.1,36.656,19.65,33.545,17.79,44.337143,3.29,66.533333,20.23,26.5,21.89,34.79,18.1,38.59,3.733333,757.966667,67,1.666667,22.333333,-1.933333,40.617388,40.617388,50
0,20.926667,34.433333,19.426667,34.53,20.157143,36.392857,19.666667,33.5,17.79,44.356,3.363333,65.866667,20.356667,26.426667,21.89,34.79,18.1,38.49,3.816667,757.833333,67,1.833333,21.666667,-1.866667,33.765242,33.765242,40
0,21,34.226667,19.5,34.463333,20.18,36.25,19.7,33.5,17.79,44.4,3.43,66.06,20.5,26.29,22,34.526667,18.1,38.363333,3.9,757.7,67,2,21,-1.8,25.349351,25.349351,50
0,21,34,19.5,34.26,20.1,36.025714,19.633333,33.433333,17.79,44.29,3.656667,65.2,20.533333,26.166667,22.066667,34.326667,18.1,38.4,3.75,757.633333,68,2,21.166667,-1.733333,36.958645,36.958645,60
0,21,34,19.5,34.126667,20.2,35.856,19.6,33.363333,17.79,44.15,3.73,64.2,20.6,26.033333,22.2,34.06,18.1,38.466667,3.6,757.566667,69,2,21.333333,-1.666667,2.55721,2.55721,50
0,21.1,34,19.566667,34.06,20.2,35.79,19.6,33.29,17.79,44.09,3.79,64.063333,20.6,25.89,22.2,33.933333,18.1,38.53,3.45,757.5,70,2,21.5,-1.6,49.265813,49.265813,60
0,21.1,33.933333,19.5,34,20.2,35.714,19.6,33.2,17.79,44.025714,3.863333,64.33,20.6,25.89,22.2,33.76,18.1,38.59,3.3,757.433333,71,2,21.666667,-1.533333,23.001235,23.001235,60
0,21,33.79,19.5,34,20.264286,35.668571,19.6,33.2,17.79,43.9,4.16,63.96,20.5,25.89,22.2,33.7,18.1,38.59,3.15,757.366667,72,2,21.833333,-1.466667,37.770671,37.770671,60
0,21,33.79,19.5,34,20.2675,35.60875,19.5,33.26,17.777143,43.884286,4.4,63.25,20.426667,25.823333,22.1,33.663333,18.1,38.59,3,757.3,73,2,22,-1.4,43.534302,43.534302,60
0,21,33.79,19.39,33.9,20.2,35.5,19.5,33.2,17.7,43.79,4.5,62.693333,20.356667,25.823333,22.033333,33.59,18.1,38.59,2.933333,757.216667,73.666667,2.166667,21.833333,-1.35,27.434132,27.434132,50
0,21,33.73,19.323333,33.9,20.2,35.471429,19.39,33.09,17.738571,43.764286,4.5,62.3,20.23,25.823333,21.963333,33.626667,18.1,38.59,2.866667,757.133333,74.333333,2.333333,21.666667,-1.3,15.230563,15.230563,70
0,20.89,33.59,19.29,33.9,20.2,35.44,19.39,33.223333,17.754,43.656,4.433333,61.966667,20.166667,25.823333,21.89,33.76,18.1,38.59,2.8,757.05,75,2.5,21.5,-1.25,22.191409,22.191409,90
0,20.89,33.59,19.2225,33.8175,20.2,35.4,19.39,33.433333,17.7,43.551429,4.156667,61.666667,20.1,25.963333,21.89,34.03,18.033333,38.53,2.733333,756.966667,75.666667,2.666667,21.333333,-1.2,0.524902,0.524902,100
0,20.84,33.45,19.2,33.79,20.2,35.356,19.323333,33.56,17.7,43.536,4.03,62.393333,20,26.033333,21.9725,34.2675,18,38.5,2.666667,756.883333,76.333333,2.833333,21.166667,-1.15,10.92132,10.92132,100
0,20.79,33.5,19.2,33.826667,20.171429,35.29,19.29,33.766667,17.7,43.564286,3.966667,62.933333,20,26.226667,22,34.466667,18,38.5,2.6,756.8,77,3,21,-1.1,30.411475,30.411475,100
0,20.79,33.56,19.2,33.9,20.14,35.272,19.29,33.9,17.7,43.5,3.826667,63.06,19.89,26.39,22.066667,34.73,18,38.56,2.433333,756.733333,78.166667,2.833333,28.166667,-1.05,24.630203,24.630203,80
0,20.76,33.626667,19.1,33.933333,20.1,35.238571,19.26,33.966667,17.685714,43.47,3.663333,63.693333,19.823333,26.323333,22.066667,34.93,18,38.626667,2.266667,756.666667,79.333333,2.666667,35.333333,-1,13.345672,13.345672,70
0,20.7,33.76,19.1,34.06,20.1,35.2,19.2,33.966667,17.675,43.3725,3.53,64.093333,19.76,26.426667,22.1,35.126667,18,38.7,2.1,756.6,80.5,2.5,42.5,-0.95,22.754022,22.754022,70
0,20.7,33.79,19.1,34.126667,20.1,35.152857,19.2,34.045,17.64,43.334,3.223333,64.323333,19.7,26.566667,22.033333,35.2,18,38.79,1.933333,756.533333,81.666667,2.333333,49.666667,-0.9,22.780322,22.780322,70
0,20.7,33.73,19.033333,34.066667,20.1,35.178,19.1,34.09,17.642857,43.264286,2.963333,64.863333,19.666667,26.666667,22,35.2,18,38.863333,1.766667,756.466667,82.833333,2.166667,56.833333,-0.85,18.772845,18.772845,80
0,20.7,33.7,19.1,34.06,20.1,35.137143,19.1,34.09,17.6,43.2,2.49,65.1,19.6,26.666667,22,35.26,18,38.933333,1.6,756.4,84,2,64,-0.8,22.728871,22.728871,90
0,20.7,33.7,19.1,34.06,20.1,35.09,19.1,34.23,17.628571,43.225714,2.096667,65.766667,19.5,26.79,22,35.29,18,39,1.4,756.383333,84.833333,2,63.666667,-0.866667,21.987954,21.987954,90
0,20.7,33.76,19.1,34.09,20.1,35.09,19.1,34.363333,17.6,43.178,1.726667,66.896667,19.463333,26.79,22,35.29,18,39,1.2,756.366667,85.666667,2,63.333333,-0.933333,5.897172,5.897172,90
0,20.7,33.7,19.1,34.163333,20.1,35.09,19,34.433333,17.6,43.025714,1.46,67.563333,19.39,26.856667,22,35.29,18,39,1,756.35,86.5,2,63,-1,34.088693,34.088693,90
0,20.73,33.7,19.23,34.23,20.128571,35.09,19,34.5,17.6,43.054,1.26,68.693333,19.39,26.926667,22,35.363333,18,39,0.8,756.333333,87.333333,2,62.666667,-1.066667,21.515512,21.515512,100
0,20.79,33.7,19.29,34.29,20.2,35,19,34.5,17.557143,43.025714,1.05,69.27,19.323333,27.066667,22,35.4,18,39,0.6,756.316667,88.166667,2,62.333333,-1.133333,30.828961,30.828961,90
0,20.823333,33.73,19.426667,34.326667,20.212857,34.914286,19,34.433333,17.6,43,0.933333,69.933333,19.29,27.1,22,35.466667,18,39,0.4,756.3,89,2,62,-1.2,15.054576,15.054576,100
10,20.963333,33.73,19.566667,34.326667,20.29,34.9,19,34.5,17.6,43.025714,0.766667,70.393333,19.23,27.1,22,35.656667,18,39.06,0.433333,756.283333,89.333333,1.833333,61.833333,-1.116667,32.47911,32.47911,180
10,21.033333,33.956667,19.6,34.2,20.29,34.9,19,34.5,17.5,43.09,0.7,71.2,19.2,27.1,22,35.863333,18,39.09,0.466667,756.266667,89.666667,1.666667,61.666667,-1.033333,20.625459,20.625459,100
0,21.1,34.23,19.666667,34.26,20.29,35,18.89,34.5,17.585714,43.09,0.566667,71.356667,19.2,27.166667,22,35.526667,18,39.09,0.5,756.25,90,1.5,61.5,-0.95,4.539419,4.539419,80
0,21.133333,34.126667,19.79,34.433333,20.238571,35.14,18.89,34.5,17.54,43.09,0.5,72.163333,19.1,27.2,22,35.266667,18,39.09,0.533333,756.233333,90.333333,1.333333,61.333333,-0.866667,14.508676,14.508676,80
0,21.26,34.2,19.865,34.4475,20.2,35.296,18.963333,34.59,17.571429,43.09,0.533333,72.66,19.1,27.26,21.89,34.966667,18,39.09,0.566667,756.216667,90.666667,1.166667,61.166667,-0.783333,33.774353,33.774353,60
0,21.29,34.06,19.89,34.23,20.128571,35.5,18.963333,34.59,17.5,43.09,0.533333,72.993333,19.066667,27.29,21.89,34.766667,18,39.09,0.6,756.2,91,1,61,-0.7,16.525415,16.525415,70
0,21.365,33.8975,19.926667,34.06,20.1375,35.5225,18.89,34.7,17.542857,43.09,0.6,73.463333,19,27.29,21.79,34.45,18,39.1725,0.6,756.133333,90.666667,1,61.166667,-0.75,16.216446,16.216446,60
0,21.39,33.73,20,34,20.1,35.59,18.89,34.7,17.5,43.09,0.6,73.73,19,27.323333,21.7,34.26,18,39.2,0.6,756.066667,90.333333,1,61.333333,-0.8,14.257317,14.257317,80
10,21.39,33.663333,20,34,20.1,35.59,18.926667,34.79,17.685714,50.968571,0.7,74.063333,19,27.39,21.7,34.126667,18,39.2,0.6,756,90,1,61.5,-0.85,13.931177,13.931177,70
0,21.463333,33.663333,20,33.933333,20.12,35.572,18.926667,34.79,20.736,83.59,0.7,74.263333,18.89,27.5,21.666667,34.293333,18,39.2,0.6,755.933333,89.666667,1,61.666667,-0.9,48.272337,48.272337,100
0,21.39,33.626667,20,34.126667,20.2,35.5,18.89,34.79,19.938571,84.382857,0.7,74.478,18.89,27.5,21.6,35.033333,18.1,39.29,0.6,755.866667,89.333333,1,61.833333,-0.95,14.89529,14.89529,90
0,21.39,33.7,19.926667,34.26,20.2,35.5,18.89,34.826667,19.574,89.694,0.633333,74.53,18.89,27.5,21.6,35.83,18.033333,39.29,0.6,755.8,89,1,62,-1,36.250275,36.250275,130
10,21.323333,33.766667,19.89,34.36,20.2,35.5,18.89,34.9,19.497143,88.597143,0.5,75.063333,18.89,27.5,21.6,36.423333,18.1,39.326667,0.55,755.8,89,1.166667,62,-1.05,39.609343,39.609343,100
0,21.323333,34.026667,19.89,34.633333,20.2,35.518,18.89,34.933333,18.83,80,0.566667,75.33,18.79,27.5,21.7,37.226667,18.1,39.4,0.5,755.8,89,1.333333,62,-1.1,30.966525,30.966525,100
0,21.39,34.23,19.926667,34.86,20.225714,35.621429,18.823333,34.933333,18.952857,69.321429,0.6,75.35,18.79,27.5,21.7,37.645,18.1,39.466667,0.45,755.8,89,1.5,62,-1.15,15.97448,15.97448,90
0,21.39,34.43,20,35.06,20.2,35.7,18.856667,35,19,60.10625,0.533333,75.16,18.79,27.5,21.79,38.3,18.1,39.266667,0.4,755.8,89,1.666667,62,-1.2,47.854901,47.854901,90
0,21.356667,34.626667,20,35.36,20.2,35.792857,18.856667,35.133333,19,55.896,0.4,75.366667,18.73,27.533333,21.79,38.766667,18.066667,38.633333,0.35,755.8,89,1.833333,62,-1.25,11.648372,11.648372,60
0,21.29,34.76,19.926667,35.633333,20.2,35.92,18.856667,35.29,19,53.028571,0.133333,74.966667,18.73,27.6,21.823333,39.09,18,38.226667,0.3,755.8,89,2,62,-1.3,9.300896,9.300896,60
0,21.29,34.826667,19.89,35.73,20.2,36.025714,18.856667,35.363333,19,50.354,-0.2,74.966667,18.7,27.6,21.89,39.03,18,37.563333,0.066667,755.733333,89.5,2,62,-1.45,19.08753,19.08753,60
10,21.29,34.9,19.823333,35.79,20.2,36.134,18.89,35.5,19,48.71,-0.6,75,18.7,27.6,21.79,38.663333,18,37.156667,-0.166667,755.666667,90,2,62,-1.6,35.842933,35.842933,60
0,21.29,34.933333,19.79,35.89,20.142857,36.2,18.823333,35.56,19,47.416,-0.933333,75.2,18.7,27.86,21.79,38.59,18,36.723333,-0.4,755.6,90.5,2,62,-1.75,47.278626,47.278626,70
10,21.23,34.933333,19.73,36.223333,20.08,36.236,18.79,35.826667,19,46.428571,-1.323333,75.633333,18.7,28.193333,21.76,38.73,18,36.59,-0.633333,755.533333,91,2,62,-1.9,7.784193,7.784193,30
0,21.2,35.03,19.7,36.4,20,36.264286,18.79,36.026667,19,45.62,-1.53,76.093333,18.7,28.426667,21.7,38.93,18,36.8,-0.866667,755.466667,91.5,2,62,-2.05,26.826144,26.826144,40
0,21.2,35.09,19.633333,36.4,20,36.4,18.79,36.2,19,45.021429,-1.7,77.226667,18.76,28.566667,21.7,39.126667,17.926667,37.393333,-1.1,755.4,92,2,62,-2.2,15.744698,15.744698,50
0,21.166667,35.23,19.55,36.45,19.905714,36.485714,18.79,36.2,19,44.52,-1.7,77.766667,18.79,28.73,21.7,39.26,18,37.645,-0.95,755.383333,91.666667,2.166667,62,-2.1,41.206182,41.206182,40
0,21.1,35.3975,19.463333,36.59,19.89,36.576,18.7,36.163333,19,44.028571,-1.7,78.826667,18.79,28.856667,21.7,39.53,17.963333,37.73,-0.8,755.366667,91.333333,2.333333,62,-2,34.773326,34.773326,50
0,21.1,35.5,19.39,36.59,19.89,36.7,18.7,36.09,18.956,43.554,-1.76,79.033333,18.7,29.033333,21.675,39.59,17.963333,37.863333,-0.65,755.35,91,2.5,62,-1.9,31.704055,31.704055,60
0,21.1,35.59,19.29,36.73,19.89,36.736,18.7,36,18.89,43.284286,-1.79,79.356667,18.7,29.1,21.6,39.723333,17.963333,37.933333,-0.5,755.333333,90.666667,2.666667,62,-1.8,14.388912,14.388912,50
0,21.033333,35.59,19.23,36.73,19.89,36.805714,18.7,36,18.89,42.994,-1.79,80.163333,18.7,29.23,21.6,39.79,17.963333,38,-0.35,755.316667,90.333333,2.833333,62,-1.7,20.376163,20.376163,60
0,21,35.626667,19.166667,36.826667,19.89,36.856,18.6,35.845,18.89,42.725714,-1.76,80.866667,18.7,29.356667,21.533333,39.79,17.963333,38.09,-0.2,755.3,90,3,62,-1.6,15.73372,15.73372,60
0,20.926667,35.626667,19.1,36.9,19.89,36.9125,18.6,35.79,18.85,42.46,-1.795,80.72,18.7,29.39,21.5,39.86,17.963333,38.163333,-0.25,755.333333,90.166667,3,61.833333,-1.633333,37.475328,37.475328,60
0,20.89,35.626667,19,36.933333,19.89,37,18.533333,35.79,18.818571,42.222857,-1.966667,80.7,18.7,29.39,21.5,40.133333,18,38.29,-0.3,755.366667,90.333333,3,61.666667,-1.666667,46.480726,46.480726,50
0,20.89,35.7,19,37,19.89,37,18.5,35.7,18.79,42.052,-2.03,81.366667,18.7,29.55,21.5,40.36,18,38.363333,-0.35,755.4,90.5,3,61.5,-1.7,42.528776,42.528776,50
0,20.856667,35.663333,18.89,37.09,19.875714,37,18.5,35.7,18.79,41.868571,-2.03,81.56,18.7,29.6,21.426667,40.5,17.89,38.433333,-0.4,755.433333,90.666667,3,61.333333,-1.733333,47.227844,47.227844,40
0,20.79,35.59,18.823333,37.09,19.79,36.94,18.5,35.7,18.79,41.7,-1.933333,82.093333,18.633333,29.6,21.39,40.766667,17.89,38.5,-0.45,755.466667,90.833333,3,61.166667,-1.766667,45.366284,45.366284,30
0,20.79,35.59,18.79,37.2,19.79,36.971429,18.5,35.626667,18.712857,41.554286,-2,81.833333,18.6,29.6,21.39,41.026667,17.89,38.5,-0.5,755.5,91,3,61,-1.8,11.621467,11.621467,30
0,20.73,35.59,18.73,37.2,19.79,37.09,18.39,35.5,18.7,41.48,-2,82.16,18.6,29.666667,21.39,41.266667,17.963333,38.5,-0.433333,755.433333,90.333333,3.333333,61.333333,-1.833333,32.633543,32.633543,60
0,20.7,35.59,18.7,37.29,19.79,37.09,18.39,35.5,18.7,41.4,-2,82.433333,18.6,29.73,21.323333,41.466667,17.926667,38.53,-0.366667,755.366667,89.666667,3.666667,61.666667,-1.866667,24.236427,24.236427,60
0,20.7,35.59,18.633333,37.23,19.81,37.156,18.39,35.5,18.7,41.29,-1.8,83.826667,18.6,29.79,21.323333,41.8,17.926667,38.663333,-0.3,755.3,89,4,62,-1.9,25.506302,25.506302,60
0,20.6,35.5,18.6,37.23,19.89,37.238571,18.39,35.5,18.7,41.212857,-1.533333,84.366667,18.6,29.79,21.323333,42.06,17.963333,38.79,-0.233333,755.233333,88.333333,4.333333,62.333333,-1.933333,41.967164,41.967164,50
0,20.6,35.5,18.6,37.29,19.89,37.29,18.356667,35.5,18.633333,41.126667,-1.426667,84.026667,18.6,29.79,21.323333,42.326667,17.89,38.863333,-0.166667,755.166667,87.666667,4.666667,62.666667,-1.966667,21.345231,21.345231,50
