@relation 'ail'
@attribute 'climbRate' numeric
@attribute 'Sgz' numeric
@attribute 'p' numeric
@attribute 'q' numeric
@attribute 'curPitch' numeric
@attribute 'curRoll' numeric
@attribute 'absRoll' numeric
@attribute 'diffClb' numeric
@attribute 'diffRollRate' numeric
@attribute 'diffDiffClb' numeric
@attribute 'SeTime1' numeric
@attribute 'SeTime2' numeric
@attribute 'SeTime3' numeric
@attribute 'SeTime4' numeric
@attribute 'SeTime5' numeric
@attribute 'SeTime6' numeric
@attribute 'SeTime7' numeric
@attribute 'SeTime8' numeric
@attribute 'SeTime9' numeric
@attribute 'SeTime10' numeric
@attribute 'SeTime11' numeric
@attribute 'SeTime12' numeric
@attribute 'SeTime13' numeric
@attribute 'SeTime14' numeric
@attribute 'diffSeTime1' numeric
@attribute 'diffSeTime2' numeric
@attribute 'diffSeTime3' numeric
@attribute 'diffSeTime4' numeric
@attribute 'diffSeTime5' numeric
@attribute 'diffSeTime6' numeric
@attribute 'diffSeTime7' numeric
@attribute 'diffSeTime8' numeric
@attribute 'diffSeTime9' numeric
@attribute 'diffSeTime10' numeric
@attribute 'diffSeTime11' numeric
@attribute 'diffSeTime12' numeric
@attribute 'diffSeTime13' numeric
@attribute 'diffSeTime14' numeric
@attribute 'alpha' numeric
@attribute 'Se' numeric
@attribute 'logGoal' numeric
@data
-32,-37,0.25,0.23,1.12,-0.7,-21,1,0.014,-0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,-5.91450350597185
-57,-39,0.11,0.24,1.15,0.3,-20,-2,-0.022,-0.2,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,-6.07484615604703
-67,-40,-0.02,0.25,1.16,0.3,-20,-3,-0.022,-0.3,0.035,0.035,0.035,0.037,0.037,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0,0,-0.003,0,-0.004,0,0,0,0,0,0,0,0,0,1.1,0.04,-6.03228654162824
-71,-40,-0.06,0.25,1.17,0.3,-20,-3,-0.022,-0.2,0.036,0.035,0.035,0.035,0.035,0.037,0.037,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.001,0,0,0,-0.003,0,-0.004,0,0,0,0,0,0,0,1.1,0.04,-6.31996861408002
11,-41,-0.09,0.21,1.03,-0.5,-20,2,0.01,0.3,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,-6.26590139280974
319,-27,0.23,0.3,0.63,0.4,-20,4,-0.001,-0.8,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.039,-6.11929791861787
131,-17,0.1,0.32,0.91,0.8,-19,-11,-0.011,-0.3,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,-6.21460809842219
80,-15,-0.16,0.14,0.86,0.6,-19,5,-0.004,0.1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-6.31996861408002
155,-3,-0.05,0.25,0.8,-0.2,-20,-3,0.004,-0.3,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,-6.16581793425276
-109,2,-0.19,0.36,1.13,-0.4,-20,-12,-0.009,-0.3,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.038,0.038,0.038,0.038,0.038,0,0,0,0,0,0,0,0,-0.004,0,0,0,0,0,1,0.038,-6.50229017087397
-109,-8,-0.07,0.16,1,-1.1,-21,9,0.019,-0.4,0.034,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,-6.4377516497364
6,-9,0.24,0.28,0.91,-0.9,-21,2,0.012,-1.5,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.034,-6.16581793425276
-8,-9,0.38,0.28,0.93,-0.3,-20,-2,-0.009,-0.6,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.035,-6.11929791861787
-134,-15,-0.25,0.23,1.06,0,-20,-3,-0.016,0,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,-6.26590139280974
-152,-17,-0.36,0.24,1.08,-0.3,-20,-3,-0.015,-0.1,0.029,0.029,0.029,0.029,0.029,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,-0.004,0,-0.003,0,0,0,0,0,0,0,0.9,0.033,-6.81244509917781
48,-21,-0.17,0.17,0.8,-1.3,-21,8,0.032,-1,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,-6.72543372218818
156,-19,0.21,0.14,0.66,-1.3,-21,10,0.03,-0.2,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.032,0.032,0.03,0,0,0,0,0,0,0,0,0,0,0.002,0,0.001,0,0.9,0.03,-6.37712702791997
176,-16,0.46,0.31,0.73,-1,-21,-7,0.022,-1.1,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,-6.31996861408002
142,-14,0.56,0.26,0.75,-0.7,-21,-5,0.009,0.5,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.034,-6.16581793425276
-29,-12,0.42,0.35,0.97,0.5,-20,-13,-0.02,-0.6,0.032,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-6.26590139280974
-213,-17,0.09,-0.09,1.01,0.9,-19,10,-0.012,3.9,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-6.4377516497364
-98,-24,-0.05,0.21,0.96,0.7,-19,-3,0.001,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.031,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.9,0.031,-6.31996861408002
-34,-27,-0.16,0.18,0.87,0.5,-20,1,-0.007,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-6.37712702791997
-7,-28,-0.25,0.08,0.8,0.1,-20,6,0,1.3,0.03,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-6.50229017087397
107,-26,-0.17,0.19,0.71,-0.5,-20,1,0.009,0.1,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-6.57128304236092
99,-20,0.19,0.24,0.73,-0.6,-20,-5,0.014,0.3,0.028,0.028,0.028,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0.9,0.031,-6.31996861408002
123,-2,-0.34,0.21,0.66,-0.4,-20,-2,-0.007,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-6.57128304236092
135,5,-0.25,0.21,0.63,-1.4,-21,3,0.014,-0.3,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-6.4377516497364
160,8,-0.09,0.21,0.61,-1.6,-21,2,0.013,0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.03,0.03,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.8,0.028,-6.50229017087397
77,11,0.04,0.33,0.76,-1.6,-22,-15,0.007,0.4,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,0.9,0.031,-6.26590139280974
-47,11,0.17,0.36,0.88,-1.5,-21,-11,0.01,-0.5,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.9,0.031,-6.31996861408002
-202,9,0.1,0.38,1.05,-1.4,-21,-16,-0.009,-0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.032,0.032,0.032,0,0,0,0,0,0,0,0,0,0,-0.004,0,0,0,0.9,0.032,-6.50229017087397
-288,3,0.02,0.26,1.06,-1.3,-21,1,-0.008,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,-0.003,0,-0.001,0,0,0,0.8,0.029,-6.64539101451465
-164,-12,0.37,0.17,0.9,-0.8,-21,4,0.012,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-6.31996861408002
-107,-17,0.38,0.21,0.87,0.5,-20,-4,-0.016,-0.2,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.8,0.028,-6.07484615604703
-95,-20,0.18,0.15,0.82,0.8,-19,5,-0.015,-0.2,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0.7,0.027,-6.11929791861787
288,-14,-0.17,-0.06,1.05,-0.9,-8,6,0.004,-0.2,0.052,0.052,0.052,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,1.4,0.05,-6.90775527898214
330,1,-0.07,0.13,1.09,-1.2,-8,-9,0.005,-0.5,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.054,-6.81244509917781
9,12,0.04,0.2,1.54,-1.2,-8,-15,0.002,0.2,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.055,0.055,0.055,0.055,0.055,0,0,0,0,0,0,0,0,-0.003,0,0,0,0,0,1.6,0.055,-7.01311579463996
-249,-3,0.2,-0.07,1.7,-0.7,-8,0,0.003,0.9,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.048,-6.81244509917781
-235,-6,0.22,0,1.66,-0.6,-7,3,0.002,-0.1,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.048,-6.72543372218818
-38,-18,0.02,-0.11,1.3,0.1,-7,11,-0.008,-0.3,0.045,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.044,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.044,-6.81244509917781
171,-7,-0.16,0.23,1.16,-0.5,-7,-10,-0.003,-1.7,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0.048,-6.90775527898214
-43,-5,-0.16,0.04,1.37,-0.9,-8,-7,0.002,0.9,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.047,-7.01311579463996
-160,-11,-0.07,0.05,1.46,-1.2,-8,-1,0.004,-0.2,0.043,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,0.045,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.045,-7.13089883029635
-7,-21,0.24,-0.04,1.19,-0.8,-8,5,0.005,-0.2,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.041,-6.81244509917781
45,-19,0.23,0.13,1.18,-0.2,-7,-6,-0.008,-1.1,0.042,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,0.043,-0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.043,-6.90775527898214
95,-19,0.02,-0.05,1,0.3,-7,7,-0.007,-0.8,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.039,-6.81244509917781
36,-8,-0.26,0.1,1.14,-0.5,-7,-8,-0.005,-0.1,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.042,-7.13089883029635
-33,-7,-0.29,0.11,1.22,-0.7,-8,-8,-0.004,-0.2,0.04,0.04,0.04,0.041,0.041,0.041,0.041,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,-0.003,0,-0.001,0,-0.001,0,-0.001,0,0,0,0,0,1.2,0.042,-7.26443022292087
-65,-16,0.06,-0.05,1.11,-1.4,-8,11,0.011,-0.6,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,-7.01311579463996
-75,-10,0.14,0.14,1.21,-0.3,-7,-11,-0.004,-0.3,0.037,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,-0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0.04,-7.13089883029635
-113,1,-0.11,0.11,1.16,-0.1,-7,-9,-0.002,-0.2,0.032,0.034,0.034,0.035,0.035,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,0.037,-0.002,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,1,0.037,-7.01311579463996
-160,-11,-0.17,0,1.14,-0.6,-7,1,-0.003,0.2,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.034,-7.41858090274813
100,-17,0.2,-0.02,0.81,-0.7,-8,4,0.005,-0.2,0.033,0.033,0.033,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.9,0.032,-7.26443022292087
100,-13,0.28,0.3,0.91,-0.3,-7,-14,0.002,-2.8,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.036,-7.41858090274813
-106,-13,0.29,0.17,1.13,0.2,-7,-16,0.001,0.4,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.032,0.032,0.033,0.033,0.036,0.036,0.036,0,0,0,0,0,0,-0.002,0,-0.002,0,-0.004,0,0,0,1,0.036,-7.26443022292087
-196,-15,0.3,-0.23,1.09,0.5,-7,4,0.001,3.8,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,-7.13089883029635
-135,-17,0.29,-0.01,1.01,0.6,-6,10,-0.005,-1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.031,-7.01311579463996
-71,-20,0.19,-0.03,0.96,1,-6,4,-0.011,-0.1,0.029,0.029,0.029,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,-0.002,0,-0.002,0,0,0,0,0,0,0,0,0,0.9,0.031,-6.90775527898214
104,-20,-0.1,0.03,0.74,1.2,-6,9,-0.015,-2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-7.01311579463996
42,-11,-0.43,-0.09,0.85,-0.2,-7,-5,-0.004,1.4,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,-7.41858090274813
109,-6,-0.3,0.03,0.75,-1.4,-8,0,0.009,-0.2,0.032,0.032,0.032,0.032,0.032,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.9,0.031,-7.60090245954208
-161,-5,0.12,-0.27,1.02,-1.8,-9,-5,0.013,3.4,0.028,0.028,0.028,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.001,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0.9,0.026,-7.82404601085629
3,-7,0.24,-0.07,0.75,-1.6,-9,19,0.011,-1.8,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.028,0.028,0.028,0.028,0.026,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.001,0,0.7,0.026,-7.26443022292087
209,1,0.45,0.03,0.63,-0.5,-7,-4,-0.004,-0.3,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,-7.13089883029635
200,5,0.4,0.04,0.63,0.1,-7,-2,-0.005,-0.4,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.032,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0.8,0.03,-7.01311579463996
-215,-1,-0.13,0,1,0.8,-6,11,-0.012,-1.6,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-7.41858090274813
-139,-5,-0.28,-0.06,0.93,0.5,-6,6,-0.011,0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0.001,0,-0.001,0,-0.001,0,0.8,0.027,-7.60090245954208
-75,-8,-0.25,0,0.89,0.2,-7,1,0.003,-0.3,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.028,0.028,0.028,-0.002,0,0,0,0,0,0,0,0.001,0,-0.001,0,-0.001,0,0.8,0.028,-7.82404601085629
-55,-10,-0.06,-0.18,0.8,-0.2,-7,10,0.011,2.4,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.026,-7.60090245954208
37,-10,0.03,-0.04,0.72,-0.2,-7,9,0.01,-1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0.8,0.026,-7.13089883029635
-20,-3,-0.14,0.06,0.82,0,-7,-5,-0.006,-0.1,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-7.26443022292087
-70,-6,-0.2,0.02,0.84,-0.5,-7,3,-0.001,-0.5,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-7.41858090274813
-13,-8,-0.06,0.01,0.77,-1.1,-8,1,0.005,-0.1,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-7.13089883029635
-83,-11,-0.07,0.06,0.85,-1.2,-8,-4,-0.003,-0.1,0.026,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0.027,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.027,-7.41858090274813
8,-12,0.31,0.11,0.79,-0.2,-7,-15,0.001,0.4,0.023,0.025,0.025,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,-0.003,0,-0.004,0,0,0,0,0,0,0,0,0,0,0,0.8,0.028,-7.60090245954208
-127,-14,0.33,-0.45,0.79,0.4,-7,6,0.001,6.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.021,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.021,-7.01311579463996
376,-10,0.3,-0.06,0.26,1,-6,20,-0.014,-2.4,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.6,0.022,-6.90775527898214
59,14,-0.45,0.2,0.75,0.7,-6,-20,-0.017,-0.2,0.027,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-7.01311579463996
-235,12,-0.66,-0.07,1,-0.3,-7,-16,-0.01,2.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.025,-7.60090245954208
-231,7,-0.75,0.07,0.95,-1.2,-8,-2,-0.007,-1.3,0.025,0.025,0.025,0.025,0.025,0.025,0.025,0.026,0.026,0.025,0.025,0.025,0.025,0.025,0,0,0,0,-0.001,0,-0.001,0,0.001,0,-0.001,0,0,0,0.7,0.025,-7.82404601085629
-261,-1,-0.54,0.02,0.97,-2.4,-9,-2,0.022,0.4,0.022,0.022,0.022,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.025,0,0,-0.002,0,0,0,0,0,-0.001,0,-0.002,0,0,0,0.7,0.025,-8.11172808330807
-39,-9,0.09,-0.09,0.68,-3,-10,13,0.025,-0.3,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.6,0.022,-7.26443022292087
305,-2,0.46,0.03,0.38,-2.1,-9,4,-0.001,0,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.13089883029635
-71,3,-0.1,-0.01,0.74,-0.4,-7,2,-0.006,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-7.41858090274813
-55,2,-0.14,0,0.72,-0.5,-7,2,-0.006,-0.1,0.024,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.001,0,0,0,-0.001,0,-0.001,0,0,0,0,0,0,0,0.7,0.023,-7.60090245954208
-41,2,-0.17,-0.02,0.71,-0.6,-8,2,0.001,0.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0.023,0.023,0,0,0,0,-0.001,0,-0.001,0,0.001,0,0,0,-0.001,0,0.7,0.023,-7.82404601085629
34,1,0.13,-0.03,0.62,-0.7,-8,4,0.01,-0.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.7,0.023,-7.41858090274813
26,2,0.27,0.06,0.65,-0.3,-7,-3,-0.002,-0.2,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.26443022292087
-54,2,0.24,0.08,0.74,0.2,-7,-6,-0.005,-0.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.41858090274813
-100,1,0.2,0.07,0.78,0.4,-7,-7,-0.006,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.7,0.024,-7.13089883029635
-134,-1,0.17,0.07,0.82,0.5,-6,-7,-0.006,-0.1,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.024,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.7,0.024,-7.26443022292087
-135,-7,-0.01,-0.06,0.76,0.7,-6,6,-0.01,0.8,0.023,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-7.41858090274813
-88,-10,-0.13,0.12,0.78,0.5,-6,-8,0.001,-1.7,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-7.82404601085629
